Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
nipponnemertes punctatula	13															burrower									burrower		biodiffusor																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Nemertea | Enopla | Monostilifera | Cratenemertidae | Nipponnemertes					multicellular		0.015354	31.7832	13	nipponnemertes punctatula	nipponnemertes punctatula	1332184								marine benthic	
nipponocypris koreanus	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Xenocyprididae | Nipponocypris					multicellular		0.016615	43.1417	13	nipponocypris koreanus	nipponocypris koreanus	933226								oceanic benthopelagic zone	
nipponocypris sieboldii	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Xenocyprididae | Nipponocypris					multicellular		0.016616	44.072	13	nipponocypris sieboldii	nipponocypris sieboldii	327405								freshwater	
nipponocypris temminckii	13				hasEndoparasite	hostOf		mutualisticWith		parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Perciformes | Cottioidei | Liparidae | Paraliparis			depend		multicellular		0.016615	43.1417	13	nipponocypris temminckii	nipponocypris temminckii	1001925								bathyal zone	
nippostrongylus brasiliensis	12								parasiteOf		symbiontOf																																											parasite	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Nematoda | Secernentea | Strongylida | Heligosomidae | Nippostrongylus			depend		multicellular		0.013355	23.5792	12	nippostrongylus brasiliensis	nippostrongylus brasiliensis	27835									
nisaetus alboniger	13													Peninsular Malaysian rain forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Tyrannidae | Myiornis					multicellular		0.017977	46.5261	13	nisaetus alboniger	nisaetus alboniger	307441								terrestrial	
nisaetus nipalensis	13			hasEctoparasite				mutualisticWith		parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Furnariidae | Tarphonomus			depend		multicellular		0.017667	46.6123	13	nisaetus nipalensis	nisaetus nipalensis	214438								subtropical	
nitzschia alba	32	62																										high tolerance																											"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Stramenopiles | Gyrista | Ochrophyta | Diatomista | Diatomeae | Bacillariophycidae | Bacillariales | Bacillariaceae"	tolerance	aquatic			unicellular		0.036252	28.4315	36	nitzschia alba	nitzschia alba	2858								brackish water	
nitzschia sp. (in: bacillariophyta)	33																																																						"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Stramenopiles | Gyrista | Ochrophyta | Diatomista | Diatomeae | Bacillariophycidae | Bacillariales | Bacillariaceae"							0	0	0	nitzschia sp. (in: bacillariophyta)	nitzschia sp. (in: bacillariophyta)	1884248								brackish water	
niviventer confucianus	13			hasEctoparasite		hostOf		mutualisticWith		parasitizedBy	symbiontOf			Yellow Sea saline meadow										eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Coleoptera | Polyphaga | Scarabaeiformia | Scarabaeoidea | Scarabaeidae | Onthophagus			depend		multicellular		0.016281	37.3994	13	niviventer confucianus	niviventer confucianus	248811								terrestrial	
niviventer cremoriventer	13			hasEctoparasite	hasEndoparasite	hostOf		mutualisticWith		parasitizedBy	symbiontOf			Western Java montane rain forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Glires | Rodentia | Mouse relatives | Myomorpha | Muroidea | Eumuroidea | Muridae | Murinae | Rattini | Niviventer			depend		multicellular		0.016234	37.4461	13	niviventer cremoriventer	niviventer cremoriventer	69083								forest	
niviventer excelsior	13													Qionglai-Minshan conifer forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Glires | Rodentia | Mouse relatives | Myomorpha | Muroidea | Eumuroidea | Muridae | Murinae | Rattini | Niviventer					multicellular		0.016298	37.9065	13	niviventer excelsior	niviventer excelsior	349709								terrestrial	
niviventer fulvescens	13			hasEctoparasite						parasitizedBy				Western Himalayan subalpine conifer forests										eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Glires | Rodentia | Mouse relatives | Myomorpha | Muroidea | Eumuroidea | Muridae | Murinae | Rattini | Niviventer			depend		multicellular		0.016296	36.5857	13	niviventer fulvescens	niviventer fulvescens	83774								terrestrial	
niwaella delicata	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Cobitidae | Niwaella					multicellular		0.016571	42.4054	13	niwaella delicata	niwaella delicata	118138								benthic	
nobia grandis	13										symbiontOf																planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Hexanauplia | Thecostraca | Cirripedia | Sessilia | Balanoidea | Pyrgomatidae | Nobia			depend		multicellular		0.015032	26.9093	13	nobia grandis	nobia grandis	432341								marine benthic	
nocomis asper	13							mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Nudibranchia | Dendronotoidea | Dotidae | Doto			depend		multicellular		0.016655	42.6118	13	nocomis asper	nocomis asper	703418								mountain	
nocomis biguttatus	13				hasEndoparasite	hostOf				parasitizedBy	symbiontOf		4											eats																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Cyperaceae | Carex			depend		multicellular		0.01665	42.6426	13	nocomis biguttatus	nocomis biguttatus	86923								coastal	
nocomis micropogon	13				hasEndoparasite	hostOf				parasitizedBy	symbiontOf		5											eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Leuciscidae | Nocomis			depend		multicellular		0.016655	43.5785	13	nocomis micropogon	nocomis micropogon	181614								lake	
noctilio leporinus	13																																																											multicellular		0.016659	38.7718	13	noctilio leporinus	noctilio leporinus	94963									
noditermes cristifrons	13																																																											multicellular		0.01495	33.5117	13	noditermes cristifrons	noditermes cristifrons	1934560									
nodularia douglasiae	13																													aragonite																									Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Asterales | Asteraceae | Pericallis					multicellular		0.015767	34.8576	13	nodularia douglasiae	nodularia douglasiae	1830228								marine	
nomadacris japonica	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Polyneoptera | Orthopterida | Orthoptera | Caelifera | Acridoidea | Acrididae					multicellular		0.015638	27.5611	13	nomadacris japonica	nomadacris japonica	334755								desert	
nomascus gabriellae	13													Central Indochina dry forests										eats			arboreal																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Euarchonta | Primates | Haplorrhini | Anthropoidea | Catarrhini | Hominoidea | Hylobatidae | Nomascus					multicellular		0.016478	45.1026	13	nomascus gabriellae	nomascus gabriellae	61852								terrestrial	
nomascus leucogenys	13					hostOf				parasitizedBy	symbiontOf			Northern Vietnam lowland rain forests													arboreal																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Pteriomorphia | Mytilida | Mytiloidea | Mytilidae | Modiolus			depend		multicellular		0.016478	45.0965	13	nomascus leucogenys	nomascus leucogenys	61853								marine	
nomascus siki	13													Northern Vietnam lowland rain forests													arboreal																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Euarchonta | Primates | Haplorrhini | Anthropoidea | Catarrhini | Hominoidea | Hylobatidae | Nomascus					multicellular		0.016476	45.1687	13	nomascus siki	nomascus siki	9586								terrestrial	
nomophila noctuella	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Pyraloidea | Crambidae					multicellular		0.015309	18.5904	13	nomophila noctuella	nomophila noctuella	1209556								terrestrial	
normichthys operosus	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias			depend		multicellular		0.017488	50.3888	13	normichthys operosus	normichthys operosus	443646								marine	
nortia carinicollis	13																																																											multicellular		0.015602	26.8876	13	nortia carinicollis	nortia carinicollis	583456									
notacanthus chemnitzii	13					hostOf		mutualisticWith		parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Elopomorpha | Notacanthiformes | Notacanthidae | Notacanthus			depend		multicellular		0.016145	41.0592	13	notacanthus chemnitzii	notacanthus chemnitzii	143895								marine	
notemigonus crysoleucas	13				hasEndoparasite	hostOf		mutualisticWith		parasitizedBy	symbiontOf		9											eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Leuciscidae | Notemigonus			depend		multicellular		0.016583	44.2019	13	notemigonus crysoleucas	notemigonus crysoleucas	28800								lake	
nothoaspis amazoniensis	13																																																											multicellular		0.014416	27.0741	13	nothoaspis amazoniensis	nothoaspis amazoniensis	765744									
nothobranchius foerschi	13																																								75														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Cyprinodontiformes | Aplocheiloidei | Nothobranchiidae | Nothobranchius					multicellular		0.017227	37.3948	13	nothobranchius foerschi	nothobranchius foerschi	451737								freshwater	
nothobranchius furzeri	13												6																												65														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Cyprinodontiformes | Aplocheiloidei | Nothobranchiidae | Nothobranchius					multicellular		0.019527	38.5978	13	nothobranchius furzeri	nothobranchius furzeri	105023								arid	
