Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
batrachuperus londongensis	13													Qionglai-Minshan conifer forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Lissamphibia | Caudata | Hynobiidae | Hynobiinae | Batrachuperus					multicellular		0.016379	32.8836	13	batrachuperus londongensis	batrachuperus londongensis	156987								river	
batrachuperus pinchonii	13													Qionglai-Minshan conifer forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Tardigrada | Heterotardigrada | Arthrotardigrada | Neoarctidae | Neoarctus					multicellular		0.01639	33.1178	13	batrachuperus pinchonii	batrachuperus pinchonii	156988								subtropical	
batrachuperus tibetanus	13													Daba Mountains evergreen forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Lissamphibia | Caudata | Hynobiidae | Hynobiinae | Batrachuperus					multicellular		0.016379	33.14	13	batrachuperus tibetanus	batrachuperus tibetanus	156989								freshwater	
batrachuperus yenyuanensis	13													Hengduan Mountains subalpine conifer forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Lissamphibia | Caudata | Hynobiidae | Hynobiinae | Batrachuperus					multicellular		0.016394	32.6034	13	batrachuperus yenyuanensis	batrachuperus yenyuanensis	156990								freshwater	
bavayia robusta	13													New Caledonia rain forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Lepidosauromorpha | Lepidosauria | Squamata | Gekkota | Diplodactylidae | Bavayia					multicellular		0.017271	42.6727	13	bavayia robusta	bavayia robusta	942151								terrestrial	
baylisascaris procyonis	12								parasiteOf																																	2										hasHost		parasite	Baylisascaris			depend		multicellular		0.014781	29.5447	12	baylisascaris procyonis	baylisascaris procyonis	6259	endoparasite							lake	
baylisascaris schroederi	12								parasiteOf																																	2										hasHost		parasite	Animalia | Nematoda | Chromadorea | Spirurida | Ascarididae | Baylisascaris			depend		multicellular		0.014778	31.3777	12	baylisascaris schroederi	baylisascaris schroederi	522413	endoparasite								
baylisascaris transfuga	12								parasiteOf																																	2										hasHost		parasite	Animalia | Nematoda | Chromadorea | Spirurida | Ascarididae | Baylisascaris			depend		multicellular		0.014898	30.5544	12	baylisascaris transfuga	baylisascaris transfuga	6260	endoparasite								
beatragus hunteri	13						isEatenBy						18204	Northern Acacia-Commiphora bushlands and thickets													fossorial and_or ground dwelling							viviparous														herbivore							"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Rhizaria | Retaria | Foraminifera | Tubothalamea | Miliolida | Miliolina | Milioloidea | Hauerinidae | Hauerininae | Quinqueloculina"					multicellular		0.016359	40.9683	13	beatragus hunteri	beatragus hunteri	59527								marine	
beaufortia kweichowensis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Thamnophilidae | Myrmotherula					multicellular		0.016599	45.8341	13	beaufortia kweichowensis	beaufortia kweichowensis	241442								subtropical	
beaufortia szechuanensis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Gastromyzontidae | Beaufortia					multicellular		0.016559	45.1537	13	beaufortia szechuanensis	beaufortia szechuanensis	297510								freshwater	
beauveria bassiana	15							mutualisticWith			symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria			depend		multicellular	MSH1	0.029961	27.2454	15	beauveria bassiana	beauveria bassiana	176275									
beauveria brongniartii	15							mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria			depend		multicellular		0.033926	27.336	20	beauveria brongniartii	beauveria brongniartii	118266									
beauveria caledonica	15										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae			depend		multicellular		0.038316	26.2788	27	beauveria caledonica	beauveria caledonica	38006									
beauveria malawiensis	15																																																						Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria					multicellular		0.044135	26.7226	30	beauveria malawiensis	beauveria malawiensis	371061									
beauveria pseudobassiana	15																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Chalcidoidea | Signiphoridae | Chartocerus					multicellular		0.028006	27.5441	15	beauveria pseudobassiana	beauveria pseudobassiana	931006									
bedotia geayi	13																																								7														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Atheriniformes | Atherinoidei | Bedotiidae | Bedotia					multicellular		0.016527	43.8797	13	bedotia geayi	bedotia geayi	206112								marine pelagic	
bellamya aeruginosa	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Architaenioglossa | Viviparoidea | Viviparidae					multicellular		0.017013	25.0691	13	bellamya aeruginosa	sinotaia aeruginosa	2653872								freshwater	
bellamya purificata	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Architaenioglossa | Viviparoidea | Viviparidae					multicellular		0.01731	24.9682	13	bellamya purificata	sinotaia purificata	1134467								freshwater	
bellamya quadrata	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Architaenioglossa | Viviparoidea | Viviparidae					multicellular		0.017485	25.336	13	bellamya quadrata	sinotaia quadrata	200191								freshwater	
belligobio nummifer	13							mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Cyprinidae | Belligobio			depend		multicellular		0.01661	44.1421	13	belligobio nummifer	belligobio nummifer	328523								oceanic benthopelagic zone	
belzebub intermedius	13																										planktonic			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Dendrobranchiata | Sergestoidea | Luciferidae | Belzebub					multicellular		0.016001	28.6795	13	belzebub intermedius	belzebub intermedius	2306298									
bemisia afer	13							mutualisticWith			symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Sternorrhyncha | Aleyrodoidea | Aleyrodidae | Bemisia			depend		multicellular		0.014968	34.3399	13	bemisia afer	bemisia afer	166114									
