Scientific.Name	countsPT	countsMT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
dioscorea dumetorum	75																										terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea					multicellular		0.152475	37.0041	84	dioscorea dumetorum	dioscorea dumetorum	167584									
dioscorea elephantipes	75																										succulent plant											succulent plant																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea					multicellular		0.152609	37.1518	84	dioscorea elephantipes	dioscorea elephantipes	145284									
dioscorea futschauensis	75																																																											multicellular		0.153946	37.2085	86	dioscorea futschauensis	dioscorea futschauensis	374971									
dioscorea hirtiflora	75																																																											multicellular		0.152287	37.1391	84	dioscorea hirtiflora	dioscorea hirtiflora	1640672									
dioscorea polystachya	75						isEatenBy																																																Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea					multicellular		0.152963	37.0429	86	dioscorea polystachya	dioscorea polystachya	55575									
dioscorea praehensilis	75																										terrestrial plant											terrestrial plant					broad												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea					multicellular		0.152466	37.0889	84	dioscorea praehensilis	dioscorea praehensilis	55576									
dioscorea preussii	75																																																											multicellular		0.152539	37.0502	84	dioscorea preussii	dioscorea preussii	329150									
dioscorea rotundata	75																																																											multicellular		0.155406	37.2026	84	dioscorea rotundata	dioscorea cayenensis subsp. rotundata	55577									
dioscorea sagittifolia	75																																																											multicellular		0.152549	37.0701	84	dioscorea sagittifolia	dioscorea sagittifolia	2072997									
dioscorea sansibarensis	75																										terrestrial plant											terrestrial plant					broad												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea					multicellular		0.152445	37.155	84	dioscorea sansibarensis	dioscorea sansibarensis	55578									
dioscorea schimperiana	75																																																											multicellular		0.152382	37.0103	83	dioscorea schimperiana	dioscorea schimperiana	167593									
dioscorea togoensis	75																																																											multicellular		0.152264	37.1302	84	dioscorea togoensis	dioscorea togoensis	55580									
dioscorea villosa	75																										terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea					multicellular		0.153974	37.1667	84	dioscorea villosa	dioscorea villosa	330167									
dioscorea zingiberensis	75					hostOf		mutualisticWith		parasitizedBy	symbiontOf																																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Dioscoreales | Dioscoreaceae | Dioscorea			depend		multicellular		0.15397	37.2189	86	dioscorea zingiberensis	dioscorea zingiberensis	325984									
diospyros cathayensis	75																										terrestrial plant											terrestrial plant													woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Ericales | Ebenaceae | Diospyros					multicellular		0.157689	37.4199	86	diospyros cathayensis	diospyros cathayensis	665996									
diospyros rhombifolia	75																										terrestrial plant											terrestrial plant													woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Ericales | Ebenaceae | Diospyros					multicellular		0.157368	37.4161	86	diospyros rhombifolia	diospyros rhombifolia	268844									
dipelta floribunda	75																																										broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Dipsacales | Caprifoliaceae | Dipelta				C3 photosynthetic plant	multicellular		0.15537	38.3845	82	dipelta floribunda	dipelta floribunda	179998									
dipelta yunnanensis	75																																										broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Dipsacales | Caprifoliaceae | Dipelta				C3 photosynthetic plant	multicellular		0.155359	38.3776	82	dipelta yunnanensis	dipelta yunnanensis	180069									
diphylleia cymosa	75																																																											multicellular		0.157004	38.4347	83	diphylleia cymosa	diphylleia cymosa	63347									
diphylleia grayi	75																																																											multicellular		0.156755	38.5079	83	diphylleia grayi	diphylleia grayi	153727									
diphylleia sinensis	75																																																											multicellular		0.15737	38.4247	83	diphylleia sinensis	diphylleia sinensis	382113									
distichlis spicata	75					hostOf		mutualisticWith		parasitizedBy	symbiontOf		high life span				low tolerance	graminoid	yes			high tolerance	slow				terrestrial plant	high tolerance	medium (normal)		no	high tolerance						terrestrial plant					broad		C4 photosynthetic plant		high tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Distichlis	tolerance		depend	C4 photosynthetic plant	multicellular		0.138504	38.1967	85	distichlis spicata	distichlis spicata	38594									
dodonaea viscosa	75						isEatenBy	mutualisticWith					moderate life span	Cerrado			medium (normal)	woody	no			medium (normal)	fast	eats			terrestrial plant	medium (normal)	high tolerance		no	medium (normal)						terrestrial plant	dioecious				broad		C3 photosynthetic plant		none				woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Sapindales | Sapindaceae | Dodonaea	tolerance		depend	C3_and_CAM	multicellular		0.159375	37.8604	88	dodonaea viscosa	dodonaea viscosa	151065									
dracaena cochinchinensis	75											photoautotroph																																											Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Asparagaceae | Dracaena					multicellular		0.155182	37.5198	85	dracaena cochinchinensis	dracaena cochinchinensis	593754									
dracocephalum palmatum	75																																																											multicellular		0.15051	37.8267	87	dracocephalum palmatum	dracocephalum palmatum	1914264									
dregeochloa pumilla	75																																																											multicellular		0.136746	38.3982	83	dregeochloa pumilla	dregeochloa pumilla	59279									
drepanostachyum falcatum	75																	graminoid									terrestrial plant											terrestrial plant																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Drepanostachyum					multicellular		0.139596	38.8822	85	drepanostachyum falcatum	drepanostachyum falcatum	191680									
duabanga grandiflora	75																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Myrtales | Lythraceae | Duabanga				C3 photosynthetic plant	multicellular		0.156084	37.4888	85	duabanga grandiflora	duabanga grandiflora	122808									
dysosma aurantiocaulis	75																																																											multicellular		0.157263	38.4286	83	dysosma aurantiocaulis	dysosma aurantiocaulis	335807									
dysosma delavayi	75																																																											multicellular		0.156214	37.9742	81	dysosma delavayi	dysosma delavayi	336383									
dysosma difformis	75																																																											multicellular		0.156654	38.4344	83	dysosma difformis	dysosma difformis	335806									
dysosma majoensis	75																																																											multicellular		0.156482	38.4632	83	dysosma majoensis	dysosma majoensis	153728									
dysosma pleiantha	75																																																											multicellular		0.15684	38.4487	83	dysosma pleiantha	dysosma pleiantha	63349									
dysosma tsayuensis	75																																																											multicellular		0.157364	38.3862	83	dysosma tsayuensis	dysosma tsayuensis	376444									
dysosma versipellis	75																																																											multicellular		0.156555	38.4708	83	dysosma versipellis	dysosma versipellis	93611									
dysphania ambrosioides	75					hostOf	isEatenBy				symbiontOf			Cerrado													terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant										Unknown			depend	C3 photosynthetic plant	multicellular		0.151689	36.9216	84	dysphania ambrosioides	dysphania ambrosioides	330163									
dysphania botrys	75						isEatenBy																				terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Unknown				C3 photosynthetic plant	multicellular		0.152055	36.8393	83	dysphania botrys	dysphania botrys	240045									
dysphania pumilio	75																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Caryophyllales | Amaranthaceae | Dysphania				C3 photosynthetic plant	multicellular		0.151962	36.9467	84	dysphania pumilio	dysphania pumilio	434245									
echinochloa esculenta	75					hostOf		mutualisticWith		parasitizedBy	symbiontOf							graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Echinochloa			depend	C4 photosynthetic plant	multicellular		0.139851	38.6325	83	echinochloa esculenta	echinochloa esculenta	121770									
echinochloa stagnina	75						isEatenBy											graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Echinochloa				C4 photosynthetic plant	multicellular		0.139886	38.6343	82	echinochloa stagnina	echinochloa stagnina	338578									
echinochloa ugandensis	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Echinochloa					multicellular		0.139592	38.6369	82	echinochloa ugandensis	echinochloa ugandensis	1755046									
eclipta prostrata	75						isEatenBy	mutualisticWith					moderate life span				medium (normal)		no			low tolerance	moderate				terrestrial plant	low tolerance	low tolerance		no	none						terrestrial plant					broad				high tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Asterales | Asteraceae | Eclipta	tolerance		depend		multicellular		0.151757	37.4849	87	eclipta prostrata	eclipta prostrata	53719									
ehrharta bulbosa	75																	graminoid									geophyte											geophyte																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Ehrharta					multicellular		0.135137	38.7155	83	ehrharta bulbosa	ehrharta bulbosa	1986161									
elaeagnus macrophylla	75																																										broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Elaeagnaceae | Elaeagnus					multicellular		0.152224	37.1019	85	elaeagnus macrophylla	elaeagnus macrophylla	796727									
elaeagnus mollis	75																																																		woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Elaeagnaceae | Elaeagnus					multicellular		0.151428	36.9839	85	elaeagnus mollis	elaeagnus mollis	1642857									
eleusine indica	75	33					isEatenBy	mutualisticWith						Cerrado				graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eleusine			depend	C4 photosynthetic plant	multicellular		0.135151	38.1921	83	eleusine indica	eleusine indica	29674									
elytrophorus globularis	75																	graminoid									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Elytrophorus				C3 photosynthetic plant	multicellular		0.136403	38.4508	83	elytrophorus globularis	elytrophorus globularis	57053									
elytrophorus spicatus	75																	graminoid									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Elytrophorus				C3 photosynthetic plant	multicellular		0.136346	38.447	83	elytrophorus spicatus	elytrophorus spicatus	1056921									
enneapogon caerulescens	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Enneapogon				C4 photosynthetic plant	multicellular		0.133231	38.3447	81	enneapogon caerulescens	enneapogon caerulescens	2528922									
enneapogon oblongus	75																																												C4 photosynthetic plant										Unknown				C4 photosynthetic plant	multicellular		0.133433	38.3353	85	enneapogon oblongus	enneapogon oblongus	1985980									
entandrophragma cylindricum	75																	tree									terrestrial plant											terrestrial plant	dioecious				broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Sapindales | Meliaceae | Entandrophragma					multicellular		0.159609	37.8199	85	entandrophragma cylindricum	entandrophragma cylindricum	179994									
enteropogon ramosus	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Enteropogon				C4 photosynthetic plant	multicellular		0.13269	38.333	81	enteropogon ramosus	enteropogon ramosus	751642									
entolasia imbricata	75																	graminoid																											C3 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Entolasia				C3 photosynthetic plant	multicellular		0.140721	38.5301	82	entolasia imbricata	entolasia imbricata	1755048									
epilobium ulleungensis	75																																																											multicellular		0.160912	38.1668	85	epilobium ulleungensis	epilobium ulleungensis	2304229									
epimedium acuminatum	75																																																											multicellular		0.159112	38.8117	85	epimedium acuminatum	epimedium acuminatum	253612									
epimedium dolichostemon	75																																																											multicellular		0.157039	38.8012	83	epimedium dolichostemon	epimedium dolichostemon	253613									
epimedium ilicifolium	75																																																											multicellular		0.156855	38.7747	83	epimedium ilicifolium	epimedium ilicifolium	589471									
epimedium koreanum	75																																																											multicellular		0.157218	38.7233	82	epimedium koreanum	epimedium koreanum	63351									
epimedium lishihchenii	75																																																											multicellular		0.157692	38.7775	83	epimedium lishihchenii	epimedium lishihchenii	589472									
epimedium mikinorii	75																																																											multicellular		0.156984	38.8052	83	epimedium mikinorii	epimedium mikinorii	402160									
epimedium pseudowushanense	75																																																											multicellular		0.157168	38.7719	83	epimedium pseudowushanense	epimedium pseudowushanense	589473									
epimedium sagittatum	75																																																											multicellular		0.158273	38.8512	84	epimedium sagittatum	epimedium sagittatum	253616									
epimedium wushanense	75																																																											multicellular		0.157194	38.796	83	epimedium wushanense	epimedium wushanense	253611									
epipactis veratrifolia	75																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Epipactis					multicellular		0.159719	37.3418	87	epipactis veratrifolia	epipactis veratrifolia	1097193									
epipremnum aureum	75					hostOf		mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Alismatales | Araceae | Epipremnum			depend		multicellular		0.164831	35.7779	86	epipremnum aureum	epipremnum aureum	78380									
eragrostis minor	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eragrostis				C4 photosynthetic plant	multicellular		0.135023	38.2402	85	eragrostis minor	eragrostis minor	110886									
eragrostis setifolia	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eragrostis				C4 photosynthetic plant	multicellular		0.134928	38.3064	81	eragrostis setifolia	eragrostis setifolia	2528930									
eragrostis tef	75					hostOf		mutualisticWith		parasitizedBy	symbiontOf							graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eragrostis			depend	C4 photosynthetic plant	multicellular		0.134435	38.3137	85	eragrostis tef	eragrostis tef	110835									
eragrostis walteri	75																	graminoid									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eragrostis				C3 photosynthetic plant	multicellular		0.137056	38.3099	83	eragrostis walteri	eragrostis walteri	1073695									
eranthis stellata	75																																																											multicellular		0.159251	38.0958	83	eranthis stellata	eranthis stellata	93211									
eremochloa ciliaris	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eremochloa					multicellular		0.13897	38.3133	83	eremochloa ciliaris	eremochloa ciliaris	2003512									
eremochloa eriopoda	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eremochloa					multicellular		0.138995	38.3071	83	eremochloa eriopoda	eremochloa eriopoda	2003513									
eriachne agrostidea	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134919	38.6069	83	eriachne agrostidea	eriachne agrostidea	2546637									
eriachne aristidea	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134808	38.5934	83	eriachne aristidea	eriachne aristidea	798302									
eriachne armittii	75																																												C4 photosynthetic plant										Unknown				C4 photosynthetic plant	multicellular		0.134864	38.5863	83	eriachne armittii	eriachne armittii	1983733									
eriachne avenacea	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134857	38.6217	83	eriachne avenacea	eriachne avenacea	2546638									
eriachne axillaris	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne					multicellular		0.135073	38.5999	83	eriachne axillaris	eriachne axillaris	2546639									
eriachne basedowii	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134933	38.6836	83	eriachne basedowii	eriachne basedowii	1980155									
eriachne burkittii	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134456	38.626	83	eriachne burkittii	eriachne burkittii	1393008									
eriachne ciliata	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134786	38.6056	83	eriachne ciliata	eriachne ciliata	883138									
eriachne compacta	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne					multicellular		0.134882	38.5255	83	eriachne compacta	eriachne compacta	2546640									
eriachne glauca	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.13483	38.5871	83	eriachne glauca	eriachne glauca	1056488									
eriachne major	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne					multicellular		0.134748	38.6655	83	eriachne major	eriachne major	2546641									
eriachne melicacea	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134911	38.6114	83	eriachne melicacea	eriachne melicacea	1433400									
eriachne mucronata	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.135115	38.6056	83	eriachne mucronata	eriachne mucronata	221758									
eriachne obtusa	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134708	38.674	83	eriachne obtusa	eriachne obtusa	1980154									
eriachne pallescens	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134949	38.5716	83	eriachne pallescens	eriachne pallescens	798304									
eriachne pauciflora	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134519	38.6369	83	eriachne pauciflora	eriachne pauciflora	2546642									
eriachne schultziana	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134722	38.6225	83	eriachne schultziana	eriachne schultziana	2546643									
eriachne semiciliata	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne					multicellular		0.134721	38.6198	83	eriachne semiciliata	eriachne semiciliata	2546644									
eriachne stipacea	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134746	38.6015	83	eriachne stipacea	eriachne stipacea	1547847									
eriachne sulcata	75																	graminoid																											C4 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134681	38.6083	83	eriachne sulcata	eriachne sulcata	1980159									
eriachne tenuiculmis	75																	graminoid																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne					multicellular		0.13485	38.6096	81	eriachne tenuiculmis	eriachne tenuiculmis	2528937									
eriachne triodioides	75																	graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eriachne				C4 photosynthetic plant	multicellular		0.134765	38.599	83	eriachne triodioides	eriachne triodioides	154000									
