Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
acacia ligulata	37	73														sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Acacia				C3 photosynthetic plant	multicellular		0.698138	45.0642	38	acacia ligulata	acacia ligulata	138025								hedge	
ajuga reptans	29	76				hostOf		mutualisticWith		parasitizedBy							high tolerance	herbaceous	no	perennial		medium (normal)					terrestrial plant	low tolerance	medium (normal)		no	high tolerance						terrestrial plant					broad		C3 photosynthetic plant		none				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Lamiaceae | Ajuga	tolerance		depend	C3 photosynthetic plant	multicellular		0.352069	45.0971	30	ajuga reptans	ajuga reptans	38596								marsh	
allium cepa	26	73				hostOf		mutualisticWith		parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Passeroidea | Thraupidae | Sporophila			depend	C3 photosynthetic plant	multicellular	MSH1	0.316363	45.3473	26	allium cepa	allium cepa	4679								marine	
ammopiptanthus mongolicus	33	73														sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Ammopiptanthus				C3 photosynthetic plant	multicellular		0.475396	42.7454	79	ammopiptanthus mongolicus	ammopiptanthus mongolicus	126911								terrestrial	
arabidopsis thaliana	31	75				hostOf				parasitizedBy																	terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Acacia			depend	C3 photosynthetic plant	multicellular	MSH1	0.652063	45.4593	55	arabidopsis thaliana	arabidopsis thaliana	3702								mountain	
arabis alpina	31	73																									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Arabis				C3 photosynthetic plant	multicellular	MSH1	0	0	0	arabis alpina	arabis alpina	50452								mountain	
asclepias syriaca	36	74					isEatenBy	mutualisticWith																			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria			depend	C3 photosynthetic plant	multicellular		0.682498	43.4268	37	asclepias syriaca	asclepias syriaca	48545								desert	
batis maritima	39					hostOf	isEatenBy			parasitizedBy	symbiontOf					sessile	low tolerance	woody	no			medium (normal)					terrestrial plant	high tolerance	medium (normal)		no							terrestrial plant					broad		C3 photosynthetic plant		medium (normal)				woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | Strisores | Apodiformes | Apodidae | Aeronautes	tolerance		depend	C3 photosynthetic plant	multicellular		0.40393	45.4121	112	batis maritima	batis maritima	4436								coastal	
beta macrocarpa	31							mutualisticWith																																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Caryophyllales | Amaranthaceae			depend		multicellular		0.38522	43.8928	156	beta macrocarpa	beta macrocarpa	343494								hedge	
boechera stricta	31																medium (normal)		no			medium (normal)					terrestrial plant	none	low tolerance		no	low tolerance						terrestrial plant					broad				low tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Cyperaceae | Carex	tolerance				multicellular		0.271601	44.9314	31	boechera stricta	boechera stricta	72658								terrestrial	
bombax ceiba	32					hostOf		mutualisticWith		parasitizedBy	symbiontOf					sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Piciformes | Picidae | Picumnus			depend	C3 photosynthetic plant	multicellular		0.59439	45.0559	34	bombax ceiba	bombax ceiba	45325								grassland	
brassica carinata	33					hostOf					symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria			depend	C3 photosynthetic plant	multicellular		0.232241	45.3271	69	brassica carinata	brassica carinata	52824								desert	
brassica juncea	33	75					isEatenBy	mutualisticWith			symbiontOf						low tolerance		no			none					terrestrial plant	none	low tolerance		no	none						terrestrial plant					broad		C3 photosynthetic plant		none				herbaceous				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Tyrannidae | Muscisaxicola			depend	C3 photosynthetic plant	multicellular		0.219766	45.2363	78	brassica juncea	brassica juncea	3707								freshwater	
brassica napus	32	75				hostOf	isEatenBy	mutualisticWith		parasitizedBy							low tolerance		no			none					terrestrial plant	none	low tolerance		no	none						terrestrial plant					broad		C3 photosynthetic plant		none				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria			depend	C3 photosynthetic plant	multicellular	MSH1	0.221853	45.1858	79	brassica napus	brassica napus	3708								montane forest	
brassica nigra	32	75					isEatenBy	mutualisticWith																			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Pelargonium			depend	C3 photosynthetic plant	multicellular		0.232407	45.314	77	brassica nigra	brassica nigra	3710								coastal	
brassica oleracea	33	75				hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Grallariidae | Grallaricula			depend	C3 photosynthetic plant	multicellular	MSH1	0.360271	45.199	77	brassica oleracea	brassica oleracea	3712								river bank	
butomus umbellatus	28							mutualisticWith																			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Alismatales | Butomaceae | Butomus			depend	C3 photosynthetic plant	multicellular		0.450826	49.0999	30	butomus umbellatus	butomus umbellatus	50236								freshwater	
camellia sinensis	28	76						mutualisticWith								sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Ericales | Theaceae | Camellia			depend	C3 photosynthetic plant	multicellular	MSH1	0.707441	45.7534	32	camellia sinensis	camellia sinensis	4442								subtropical	
cannabis sativa	35	75				hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Passerellidae | Atlapetes			depend	C3 photosynthetic plant	multicellular	MSH1	0.415602	45.5741	35	cannabis sativa	cannabis sativa	3483								subtropical	
capsella rubella	31	75																									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Convolvulus				C3 photosynthetic plant	multicellular	MSH1	0.287405	44.7372	32	capsella rubella	capsella rubella	81985								terrestrial	
capsicum annuum	37	75				hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Solanaceae | Capsicum | Capsicum annuum			depend	C3 photosynthetic plant	multicellular	MSH1	0.51153	44.5247	193	capsicum annuum	capsicum annuum	4072								tropical	
carica papaya	38	75												Cerrado		sessile	low tolerance	woody	no			medium (normal)					terrestrial plant	medium (normal)	low tolerance		no	none						terrestrial plant					broad		C3 photosynthetic plant		low tolerance				woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Caricaceae | Carica	tolerance			C3 photosynthetic plant	multicellular	MSH1	0.47689	45.1171	39	carica papaya	carica papaya	3649								subtropical	
castilleja paramensis	34	72							parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae			depend		multicellular		0.495499	43.5204	34	castilleja paramensis	castilleja paramensis	1857654								prairie	
chenopodium quinoa	30	75					isEatenBy	mutualisticWith																			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Passeroidea | Thraupidae | Diglossa			depend	C3 photosynthetic plant	multicellular	MSH1	0.315003	43.8288	30	chenopodium quinoa	chenopodium quinoa	63459								headwater	
chrysanthemum boreale	32	74																																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Asterales | Asteraceae					multicellular		0.211002	45.3588	32	chrysanthemum boreale	chrysanthemum boreale	344871									
citrullus lanatus	37	75				hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf							herbaceous									terrestrial plant											terrestrial plant	unisexual flowers				broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Cucurbitales | Cucurbitaceae | Citrullus			depend	C3 photosynthetic plant	multicellular		0.379236	45.08	39	citrullus lanatus	citrullus lanatus	3654								desert	
citrus sinensis	32	75				hostOf	isEatenBy				symbiontOf					sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Cytisus			depend	C3 photosynthetic plant	multicellular	MSH1	0.640906	43.893	33	citrus sinensis	citrus sinensis	2711								terrestrial	
cocos nucifera	41	76	palm			hostOf		mutualisticWith		parasitizedBy				Restinga		sessile	low tolerance	woody	no			medium (normal)					terrestrial plant	high tolerance	medium (normal)		no	none						terrestrial plant					broad		C3 photosynthetic plant		medium (normal)				woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Arecales | Arecaceae | Cocos	tolerance		depend	C3 photosynthetic plant	multicellular		0.678653	45.5224	81	cocos nucifera	cocos nucifera	13894								sandy soil	
codonopsis lanceolata	31																													latex																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Furnariidae | Pseudasthenes					multicellular		0.403704	42.9367	31	codonopsis lanceolata	codonopsis lanceolata	103999									
corchorus capsularis	37	75						mutualisticWith			symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Malvaceae | Corchorus			depend	C3 photosynthetic plant	multicellular	MSH1	1.9996	43.4721	37	corchorus capsularis	corchorus capsularis	210143								tropical	
corchorus olitorius	35	75												Cerrado													terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant										Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Tyrannidae | Ochthoeca				C3 photosynthetic plant	multicellular	MSH1	1.82934	42.8498	35	corchorus olitorius	corchorus olitorius	93759								grassland	
cucumis sativus	37	75						mutualisticWith			symbiontOf																terrestrial plant											terrestrial plant	unisexual flowers				broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Cucurbitales | Cucurbitaceae | Cucumis			depend	C3 photosynthetic plant	multicellular	MSH1	1.55594	44.2729	37	cucumis sativus	cucumis sativus	3659								mountain	
cucurbita pepo	37	75				hostOf		mutualisticWith		parasitizedBy	symbiontOf			Cerrado				herbaceous									terrestrial plant											terrestrial plant	monoecious				broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria			depend	C3 photosynthetic plant	multicellular		0.982833	42.7964	38	cucurbita pepo	cucurbita pepo	3663								freshwater	
cycas taitungensis	39						isEatenBy																																																Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Passeroidea | Thraupidae | Diuca					multicellular		0.414903	46.9189	39	cycas taitungensis	cycas taitungensis	54799								montane forest	
cynanchum auriculatum	24	76																																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Gentianales | Apocynaceae | Cynanchum					multicellular		0.426495	43.9353	25	cynanchum auriculatum	cynanchum auriculatum	157409								tropical	
diplostephium hartwegii	35	76																																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Asterales | Asteraceae					multicellular		0.277718	44.893	35	diplostephium hartwegii	diplostephium hartwegii	1716017								mountain	
dorcoceras hygrometricum	30	72																																																					Unknown					multicellular	MSH1	0.510519	43.2717	32	dorcoceras hygrometricum	dorcoceras hygrometricum	472368									
eleusine indica	33	75					isEatenBy	mutualisticWith						Cerrado				graminoid									terrestrial plant											terrestrial plant					broad		C4 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eleusine			depend	C4 photosynthetic plant	multicellular		0.520691	43.298	34	eleusine indica	eleusine indica	29674								temperate	
erythranthe guttata	35							mutualisticWith									high tolerance	forb	no	perennial		medium (normal)						none	none		no	medium (normal)															medium (normal)				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria	tolerance		depend		multicellular	MSH1	0.525671	45.1415	41	erythranthe guttata	erythranthe guttata	4155								arid	
eucalyptus grandis	37	67						mutualisticWith			symbiontOf					sessile	low tolerance	woody	no			none					terrestrial plant	none	low tolerance		no	high tolerance						terrestrial plant					broad		C3 photosynthetic plant		medium (normal)				woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Myrtales | Myrtaceae | Eucalyptus	tolerance		depend	C3 photosynthetic plant	multicellular	MSH1	0.478813	44.8334	38	eucalyptus grandis	eucalyptus grandis	71139								mountain	
geranium maderense	27	74																herbaceous																																	herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Geranium					multicellular		0.737091	42.3161	27	geranium maderense	geranium maderense	28964								temperate	
ginkgo biloba	40	79				hostOf	isEatenBy	mutualisticWith		parasitizedBy						sessile		woody									terrestrial plant											terrestrial plant	dioecious				broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | unclassified Gastropoda | Lymnaeoidea | Planorbidae | Biomphalaria			depend	C3 photosynthetic plant	multicellular	MSH1	0.346544	50.3581	40	ginkgo biloba	ginkgo biloba	3311								subtropical	
glycine max	32	74					isEatenBy				symbiontOf						low tolerance		no			low tolerance					terrestrial plant	medium (normal)	medium (normal)		no	none					medium  N fixation	terrestrial plant					broad		C3 photosynthetic plant		low tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Glycine	tolerance		depend	C3 photosynthetic plant	multicellular	MSH1	0.402558	45.0308	88	glycine max	glycine max	3847								alpine	
glycine soja	31	74																																											C3 photosynthetic plant										Unknown				C3 photosynthetic plant	multicellular	MSH1	0.402545	45.0288	88	glycine soja	glycine soja	3848									
gossypium arboreum	36	74														sessile		woody									terrestrial plant											terrestrial plant					simple		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Passerellidae | Atlapetes				C3 photosynthetic plant	multicellular	MSH1	0.687482	44.9444	39	gossypium arboreum	gossypium arboreum	29729								subtropical	
gossypium barbadense	36	75					isEatenBy							Restinga		sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Octopodiformes | Octopoda | Incirrata | Octopodoidea | Octopodidae | Abdopus				C3 photosynthetic plant	multicellular	MSH1	0.677434	44.9774	36	gossypium barbadense	gossypium barbadense	3634								tropical	
gossypium davidsonii	36	75																																																					root | Viruses | Alphasatellitidae | Geminialphasatellitinae | unclassified Begomovirus-associated alphasatellites					multicellular	MSH1	0.644311	44.941	36	gossypium davidsonii	gossypium davidsonii	34287									
gossypium harknessii	32	75				hostOf		mutualisticWith		parasitizedBy																	terrestrial plant											terrestrial plant																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Amaryllidaceae | Habranthus			depend		multicellular		0.666081	44.9807	33	gossypium harknessii	gossypium harknessii	34285								terrestrial	
gossypium hirsutum	33	74									symbiontOf					sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Malvaceae | Gossypium			depend	C3 photosynthetic plant	multicellular	MSH1	0.668584	44.9776	34	gossypium hirsutum	gossypium hirsutum	3635								valley	
gossypium raimondii	36	74																																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Malvaceae | Gossypium					multicellular	MSH1	0.676078	44.9461	39	gossypium raimondii	gossypium raimondii	29730								terrestrial	
gossypium thurberi	36	74				hostOf		mutualisticWith		parasitizedBy																																			C3 photosynthetic plant										Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Pinopsida | Pinales | Podocarpaceae | Podocarpus			depend	C3 photosynthetic plant	multicellular		0.644395	44.9186	36	gossypium thurberi	gossypium thurberi	34273								forest	
gossypium trilobum	36	75																																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Malvaceae					multicellular		0.64446	44.9187	36	gossypium trilobum	gossypium trilobum	34281								subtropical	
